Date,Time,Sender,Message,Cluster
16/03/24,11.47.30,Rehan ECU,tawakne ibukmu menowo minat,1
16/03/24,11.47.39,ReviTO,"yo, ibu 2",1
16/03/24,11.47.57,Inandra,bapak 2,1
,,,"‎[16/03/24, 11.48.22] Sofia TIF ‘22: ‎stiker tidak disertakan",1
16/03/24,11.48.48,Sofia TIF ‘22,bapakmu nek ra yo calon morotuo yo iso,1
16/03/24,11.49.11,Sofia TIF ‘22,ditukokne 30k dijamin sah,1
16/03/24,11.49.41,Inandra,calon morotuo ne sopo sop,1
16/03/24,11.49.45,Inandra,opo ws ketok hilal e,1
16/03/24,11.49.59,ReviTO,ortumu,1
16/03/24,11.50.08,Sofia TIF ‘22,ih gay,1
16/03/24,11.50.23,Sofia TIF ‘22,takon rehan,1
16/03/24,11.50.30,Inandra,ow ortu sg ndi,1
16/03/24,11.50.39,Sofia TIF ‘22,😭😭😭,1
16/03/24,11.51.55,ReviTO,🥰,1
16/03/24,12.47.17,Rehan ECU,‎Pesan ini dihapus.,1
,,,"‎[16/03/24, 12.47.19] Rehan ECU: ‎stiker tidak disertakan",1
16/03/24,21.27.45,Inandra,"halo ini meh ada ngobrol perihal danus, besok pada bisa ngga?",1
16/03/24,21.43.41,Heidar TIF '22,jam piro ndra?,1
17/03/24,02.13.36,Safridha,Tidaak,1
17/03/24,08.11.55,Salwa TIF '22,*PLOT DANUSAN HUMAS*,1
,,,*Senin*,1
,,,1. oza,1
,,,2. vian,1
,,,3. damar,1
,,,*Selasa*,1
,,,1. edwin,1
,,,2. said,1
,,,*Rabu*,1
,,,1. anas,1
,,,2. aqila,1
,,,3. nabilla,1
,,,*Kamis*,1
,,,1. salwa,1
,,,*Jumat*,1
,,,1. tsania,1
,,,2. faiz,1
17/03/24,10.31.01,Sofia TIF ‘22,okeyyy,1
17/03/24,10.31.09,Sofia TIF ‘22,yg lain plotttt danusan,1
17/03/24,18.46.16,Tutut TIF ‘22,*PLOT DANUSAN KONSUM* ,1
,,,*senin*,1
,,,1. ardina,1
,,,2. kamil,1
,,,*selasa*,1
,,,1. nasywa,1
,,,2. habib,1
,,,*rabu*,1
,,,1. firra,1
,,,2. dhanar,1
,,,3. hilda,1
,,,*kamis*,1
,,,1. farrel,1
,,,2. irfan,1
,,,*jumat*,1
,,,1. tutut,1
,,,2. kenza,1
17/03/24,18.47.31,ReviTO,*PLOT DANUSAN ACARA*,1
,,,,1
,,,*Senin*,1
,,,Narendra,1
,,,Rakha,1
,,,Safridha,1
,,,,1
,,,*Selasa*,1
,,,Lutfi,1
,,,Revito,1
,,,Kurniawan,1
,,,,1
,,,*Rabu*,1
,,,Puri,1
,,,Niswah,1
,,,Dhia,1
,,,,1
,,,*Kamis*,1
,,,Ganza,1
,,,Angel,1
,,,,1
,,,*Jumat*,1
,,,Romario,1
,,,Adinda,1
17/03/24,19.13.11,Inandra,cah tak jak zoom hbs taraweh yo,1
17/03/24,19.13.13,Inandra,bahas danusan,1
17/03/24,19.14.06,Inandra,do iso ga?,1
17/03/24,19.16.56,Safridha,Nggih,1
17/03/24,19.18.35,Inandra,@62895620490206 @6285854534950 @6281231715679 @6282175165826 @6281327209494 @6289675358785 @6282139075188 @6285775087151 @6281233544829 @6282198045056 @6289529000117 @6282325384330 @6281225316790 @6281218620232 @6289516556760 @628993998600 @6285290474524 @6281393686086 @6281336917985 @6285865803536 @6289638972960 @62895620150369,1
17/03/24,19.19.27,Salwa TIF '22,insya Allah,1
17/03/24,19.21.56,Safridha,Wes tak jwb,1
17/03/24,19.22.13,Inandra,yaa,1
17/03/24,20.03.19,Sofia TIF ‘22,"To join the video meeting, click this link: https://meet.google.com/akm-rvct-srf",1
,,,"Otherwise, to join by phone, dial +1 269-820-1180 and enter this PIN: 503 716 732#",1
17/03/24,20.09.32,Dinta TIF '22,Ki nek mulaine sisan 20.30 piye?,1
17/03/24,20.09.40,Dinta TIF '22,Ben ra tunggu tungguan,1
17/03/24,20.09.51,Sofia TIF ‘22,boleh,1
17/03/24,20.17.29,~ Faiz Arfian Ilhami,bener seh tadarus,1
17/03/24,20.30.09,Inandra,yok yok,1
17/03/24,20.34.54,Sofia TIF ‘22,gek ndang join,1
,,,"‎[17/03/24, 21.11.28] Sofia TIF ‘22: ‎gambar tidak disertakan",1
17/03/24,21.33.20,Inandra,perkab gmn buat anggota perkab? @6289675358785 @6285865803536,1
17/03/24,21.33.31,Inandra,yg buat bantu danusan,1
17/03/24,21.35.02,Sofia TIF ‘22,yg belom list mintol list anggota nya,1
17/03/24,21.35.06,Sofia TIF ‘22,biar ndang tak bagiii,1
17/03/24,21.41.14,Navila TIF '22,‎Navila TIF '22 mengubah deskripsi grup,1
17/03/24,21.47.11,Dinta TIF '22,"Notulensi rapat danusan ada di deskripsi grup ya kawan kawankuuu, semangaattt",1
17/03/24,21.48.11,Inandra,yes thanks,1
17/03/24,21.48.19,Navila TIF '22,Makasii dinn,1
17/03/24,21.48.24,Inandra,info kelanjutan riset @6281225316790 @6282139075188,1
17/03/24,21.49.23,Inandra,oiyo enak e mbahas timeline e dibahas bareng opo gmn?,1
17/03/24,21.51.07,Heidar TIF '22,"sik durung ndra,insyaallah selasa nik ga rabu tak infokan",1
17/03/24,21.51.22,Inandra,baik,1
17/03/24,22.10.03,Afif TIF' 22,https://www.canva.com/design/DAF_hsYXGSI/ikJYasHSQojzdEh8tuKK-g/edit?utm_content=DAF_hsYXGSI&utm_campaign=designshare&utm_medium=link2&utm_source=sharebutton,1
17/03/24,22.10.11,Afif TIF' 22,pamflet risol,1
17/03/24,22.10.16,Inandra,ayo berpendapat,1
17/03/24,22.10.17,Afif TIF' 22,enek tambahan ga,1
17/03/24,22.10.49,Jumiana TIF '22,Itu no e masih salah yaa,1
17/03/24,22.10.57,Sofia TIF ‘22,dah bagusss,1
17/03/24,22.11.04,Sofia TIF ‘22,itu di share di Ig himatif bisa kan ya,1
17/03/24,22.12.18,Afif TIF' 22,cp risol ke siapa,1
17/03/24,22.12.23,Rehan ECU,kerenn,1
17/03/24,22.12.59,Sofia TIF ‘22,waduh sopo ya,1
17/03/24,22.13.03,Sofia TIF ‘22,cocok e sopo,1
17/03/24,22.13.10,Salwa TIF '22,sofi gasi,1
17/03/24,22.13.13,Sofia TIF ‘22,eh stand es e gak di promo ne gak,1
17/03/24,22.13.29,Sofia TIF ‘22,konsum ra ne??,1
17/03/24,22.13.32,Inandra,digawe konten,1
17/03/24,22.13.51,Inandra,judule ojo danusan dong,1
17/03/24,22.13.56,Salwa TIF '22,masutnya?,1
17/03/24,22.14.10,Sofia TIF ‘22,tiktod,1
17/03/24,22.14.31,Inandra,koe artis e,1
17/03/24,22.14.38,Sofia TIF ‘22,mintol plis yg blm plot anggota segera,1
17/03/24,22.14.42,Jumiana TIF '22,Apa dong,1
17/03/24,22.14.46,Sofia TIF ‘22,tak tunggu sampe sahur nanti ya,1
17/03/24,22.14.54,Inandra,biasane danusan i ngga menunjukkan bahwa itu danusan,1
17/03/24,22.15.00,Inandra,jd mending open po,1
17/03/24,22.15.24,Inandra,digawe konten wae himatif buka jualan es teh di bulan puasa,1
17/03/24,22.20.09,Heidar TIF '22,Sikkk,1
17/03/24,22.21.02,Jumiana TIF '22,Baik,1
17/03/24,22.22.56,Stiven TIF '21,langsung dibagi aja dari senin-jumat?,1
17/03/24,22.25.11,Sofia TIF ‘22,iyaaa,1
17/03/24,22.26.46,Sofia TIF ‘22,ditaruh pamflet gak semisal sedia yg frozen ??,1
17/03/24,22.26.59,Jumiana TIF '22,Nanti ditambahin nek mau,1
17/03/24,22.27.11,Jumiana TIF '22,Nek ada revisi segera aja ges,1
17/03/24,22.27.19,Jumiana TIF '22,Ataupun tambahan,1
17/03/24,22.27.37,Afif TIF' 22,benul,1
17/03/24,22.28.05,Sofia TIF ‘22,"tambahin ya anaa, terimkasih",1
17/03/24,22.29.26,Jumiana TIF '22,Baiqq,1
17/03/24,22.29.46,Jumiana TIF '22,Yg lain? Ada tambahan selain ganti yg danusan sama Frozen?,1
17/03/24,22.33.50,Salwa TIF '22,"kalo penulisan 3,5k/pcs kaya gitu brarti yg bawahnya 10k/3pcs ‎<Pesan ini diedit>",1
17/03/24,22.49.18,Jumiana TIF '22,Baiqq,1
17/03/24,22.50.10,Salwa TIF '22,makasiw,1
,,,"‎[17/03/24, 22.53.17] Jumiana TIF '22: ‎stiker tidak disertakan",1
17/03/24,23.06.17,Jumiana TIF '22,Jadinya cpnya Sofi ges?,1
17/03/24,23.17.13,Sofia TIF ‘22,mosok gue,1
17/03/24,23.17.34,Jumiana TIF '22,Aku ae kalo gitu😭,1
17/03/24,23.18.27,~ Faiz Arfian Ilhami,ga dari sponsor aja?,1
17/03/24,23.18.56,Jumiana TIF '22,Aku bercanda doang iz,1
,,,"‎[17/03/24, 23.19.31] ~ Faiz Arfian Ilhami: ‎stiker tidak disertakan",1
17/03/24,23.23.35,Sofia TIF ‘22,aku sm konsum satu,1
17/03/24,23.23.42,Sofia TIF ‘22,Tutut/ hilda,1
17/03/24,23.23.59,Sofia TIF ‘22,eh satu tok kah,1
17/03/24,23.24.08,Sofia TIF ‘22,yaudah aku☺️☺️☺️,1
17/03/24,23.25.54,Tutut TIF ‘22,aku yo gpp,1
17/03/24,23.26.35,Sofia TIF ‘22,berdua aja ne gitu,1
17/03/24,23.26.43,Sofia TIF ‘22,nek satu aku aja,1
17/03/24,23.26.48,Sofia TIF ‘22,ne berdua sm tutut,1
18/03/24,03.28.37,Inandra,gmn aman ra?,1
18/03/24,03.46.39,Sofia TIF ‘22,amannn,1
18/03/24,04.04.55,Inandra,@6281233544829 joo rumah produksi nek ng omahmu iso kah?,1
18/03/24,04.05.10,Inandra,@6282139075188 ojo lali ngabari iso pora mobilmu yo,1
18/03/24,04.05.23,Inandra,@6289516556760 ojo lali moto booth e,1
18/03/24,04.08.42,Gilang TIF '22,*PLOT DANUSAN PERKAP*,1
,,,Senin,1
,,,1. Moqta,1
,,,2. Viki,1
,,,3. Bayu,1
,,,Selasa,1
,,,1. Nursaid,1
,,,2. Arya,1
,,,Rabu,1
,,,1. Shakeel,1
,,,2. Ilhamsyah,1
,,,3. Stiven,1
,,,Kamis,1
,,,1. Rienaldi,1
,,,2. Nuril,1
,,,Jumat,1
,,,1. Farel,1
,,,2. Sultan,1
,,,3. Gilang,1
18/03/24,05.59.17,Rehan ECU,eh tak kirim nng grub sponsor i to,1
18/03/24,06.10.39,Inandra,okeno,1
18/03/24,07.42.43,ReviTO,"Halo temen temen PJ sekalian, maaf mengganggu waktu berharga kalian, ini aku selaku sie acara, ingin menyampaikan terkait kendala internal dari sie acara, jadi dari awal sejak pembentukan grup ada 1 anggota yang keberatan dan ingin keluar dari sie acara, trus beliau tbtb mengajak slh satu anggota konsum buat tuker trus kedua orang itu bersepakat, tapi kan keputusannya bukan di mereka. Nah singkat e itu udah 3x dari sie acara menolak beliau buat ganti sie, sampe terakhir kalinya kmrn ke 4x nya permohonan tsb, jadi dari sie acara sendiri mungkin udah mengikhlaskan buat kepergian anggota tsb, dan mungkin udah ngobrol sm konsum buat dimasukin aja secara cuma cuma, gausah tuker",1
18/03/24,07.42.54,ReviTO,nek tanggapan kalian gmn🙏🏻,1
18/03/24,07.43.31,ReviTO,soale aku ws mumet ki😁,1
18/03/24,07.43.57,Safridha,Mengikhlaskan kepergian😭 ddi sedih😔,1
18/03/24,07.45.19,ReviTO,nanti jobdesk dari beliau yang mengundurkan diri insyaallah ttp di backup gpp🙏🏻,1
18/03/24,07.45.59,Inandra,monggo teman” pj,1
18/03/24,07.46.13,Dinta TIF '22,Tapi nek gitu nanti yg lain ada yg pingin pindah,1
18/03/24,07.46.42,ReviTO,nanti membuat dalih,1
18/03/24,07.47.04,ReviTO,"sie konsum butuh anggota tambahan, dari sie acara bersedia😁, nek ra opo kek",1
18/03/24,07.47.09,ReviTO,ben ra ketok request nek pindah ‎<Pesan ini diedit>,1
18/03/24,07.48.12,Inandra,ttp wae di proposal i jeneng e mlebu konsum😁,1
18/03/24,07.48.16,Inandra,bukan mlebu acara,1
18/03/24,07.48.42,ReviTO,mksd ku yo nek enek seng tanya,1
18/03/24,07.48.52,ReviTO,"wonge ki yo tenan pindah konsum, ora pinjaman tok",1
18/03/24,07.49.04,ReviTO,maksud e nek bocahku acara takon kok si a metu ngopo ‎<Pesan ini diedit>,1
18/03/24,07.49.12,ReviTO,hejir sebut merk,1
18/03/24,07.51.39,Inandra,yowes,1
18/03/24,07.51.47,Inandra,@6289638972960 @6285775087151 sum konsum,1
18/03/24,07.52.01,Tutut TIF ‘22,yaa,1
18/03/24,07.52.09,Rehan ECU,sinten,1
18/03/24,07.53.48,ReviTO,btw inpo prak jarkom,1
18/03/24,07.53.56,ReviTO,inisial pcs,1
18/03/24,07.54.16,ReviTO,"laporan 1,2 hehe aku revisi",1
18/03/24,07.54.48,Inandra,ya apa,1
,,,"‎[18/03/24, 07.55.03] Rehan ECU: ‎stiker tidak disertakan",1
18/03/24,07.55.24,Rehan ECU,woalah nek ijolan karo sopo sepakate,1
18/03/24,07.55.53,ReviTO,inisial ff,1
18/03/24,07.56.05,Inandra,farrel,1
18/03/24,07.56.11,ReviTO,free fire,1
18/03/24,07.56.18,Inandra,surga itu epep,1
18/03/24,07.56.27,ReviTO,btul,1
18/03/24,07.56.30,ReviTO,kok disebut,1
18/03/24,07.56.34,Inandra,rpp sebut sisan,1
18/03/24,07.56.40,ReviTO,wes menyamarkan pemohon lo ‎<Pesan ini diedit>,1
18/03/24,07.56.52,Inandra,ojo disebut oknum😓,1
18/03/24,07.56.56,Inandra,sakke,1
18/03/24,07.56.58,Inandra,gpp sebut sj,1
18/03/24,07.57.03,ReviTO,😭😭😭,1
18/03/24,07.57.26,Rehan ECU,puri,1
18/03/24,07.57.30,ReviTO,ff = farrel female (farrel first),1
,,,fm = farrel male (farrel mullet),1
18/03/24,07.57.41,Inandra,rapma fm,1
18/03/24,07.58.00,ReviTO,pripun niki,1
18/03/24,08.00.06,Tutut TIF ‘22,ya konsum nerima puri,1
18/03/24,08.00.28,Hilda TIF '22,Iya asal gk dituker,1
,,,"‎[18/03/24, 08.01.00] Inandra: ‎stiker tidak disertakan",1
18/03/24,08.01.10,Inandra,yaudah monggo dihubungi ybs ya,1
18/03/24,08.01.51,ReviTO,baik,1
18/03/24,08.01.52,ReviTO,aku sek,1
18/03/24,08.02.16,Inandra,konsum piye ada kendala ga,1
18/03/24,08.02.32,Safridha,Semangat konsum,1
18/03/24,08.02.40,ReviTO,semangat acara,1
18/03/24,08.02.54,ReviTO,bsk rapat acara,1
18/03/24,08.03.55,Safridha,Iyaa sapa mau ikut rapat cungg,1
18/03/24,08.04.35,Tutut TIF ‘22,enggaa,1
18/03/24,08.04.57,Inandra,baik nek ada langsung drop disini atau bisa chat sy ya,1
18/03/24,08.05.05,Inandra,jangan sungkan,1
18/03/24,08.05.17,Tutut TIF ‘22,iyaa,1
18/03/24,08.44.03,Jumiana TIF '22,Plotingan danusan Dekdok,1
,,,,1
,,,Senin,1
,,,- Bagas,1
,,,- Rauf,1
,,,- Artaka,1
,,,Selasa,1
,,,- Zidni,1
,,,Rabu,1
,,,- Hussein,1
,,,- Duta,1
,,,- Arina,1
,,,Kamis,1
,,,- Jumiana,1
,,,- Rara,1
,,,Jum'at,1
,,,- Afifuddin,1
,,,- Jenar,1
18/03/24,08.49.53,Rechin TIF '22,PLOT DANUSAN KESEK PARTI,1
,,,*SENIN*,1
,,,•Anindya,1
,,,•rere,1
,,,•mas victor,1
,,,,1
,,,*SELASA*,1
,,,•amel,1
,,,•hasna,1
,,,,1
,,,*RABU*,1
,,,•sasya,1
,,,•atha,1
,,,,1
,,,*KAMIS*,1
,,,•Erich,1
,,,• Aal,1
,,,,1
,,,*JUM'AT*,1
,,,•azka,1
18/03/24,08.52.10,Sofia TIF ‘22,apakah smua sdh ngelist🤩,1
18/03/24,08.53.19,ReviTO,"ini yang rabu kurangi puri ya, dikarenakan puri gabisa rabu ternyata + sudah berada di konsum",1
18/03/24,08.53.59,Sofia TIF ‘22,puri masuk konsum kan,1
18/03/24,08.54.06,Sofia TIF ‘22,@6289638972960 plotingan baru ya beb,1
18/03/24,08.54.13,ReviTO,"btul, tp ojo rabu",1
18/03/24,08.54.16,ReviTO,jare,1
18/03/24,08.54.23,Tutut TIF ‘22,nunggu konsum cht puri dulu,1
18/03/24,08.54.31,Sofia TIF ‘22,lapie,1
18/03/24,08.54.32,Tutut TIF ‘22,rabu yg konsum yo udh gabisa ditambahin,1
18/03/24,08.54.37,ReviTO,bntr yo,1
18/03/24,08.54.43,ReviTO,ybs blm menjawab chat saya,1
18/03/24,08.54.44,Sofia TIF ‘22,ws diatur wae,1
18/03/24,08.54.47,ReviTO,blm fix pindah,1
18/03/24,08.55.06,Sofia TIF ‘22,gue mau nge plot buat jobdesk danusan soalnya,1
18/03/24,08.55.13,Sofia TIF ‘22,walah,1
18/03/24,08.55.20,ReviTO,puri bisane kamis / jumat nek dari jadwal e,1
18/03/24,08.55.31,ReviTO,"kamis libur, tp sakke seko skh",1
18/03/24,08.55.40,Sofia TIF ‘22,"Jumat awor kabeh wi ngko , si nashwa puri azka",1
18/03/24,08.55.42,ReviTO,jumat kelas e sampe jam 7-8,1
18/03/24,08.55.42,Sofia TIF ‘22,😭😭,1
18/03/24,08.55.47,Sofia TIF ‘22,malah ben sih,1
18/03/24,08.55.50,ReviTO,rpp malah mangkat,1
18/03/24,08.55.54,ReviTO,menarik pembeli,1
18/03/24,08.55.57,Sofia TIF ‘22,layoo,1
18/03/24,08.56.07,Sofia TIF ‘22,malah nek dipecah wedi ra mangkat,1
18/03/24,08.56.21,ReviTO,wes 4 kui dadi siji penjual kabeh,1
18/03/24,08.56.25,ReviTO,magnet,1
18/03/24,08.56.40,Sofia TIF ‘22,eh gais,1
18/03/24,08.57.53,Sofia TIF ‘22,semisal dr hari Senin-Jumat dr sponsor atau konsum yg 22 ada yg gbs dateng mintol di gantiin ya brifieng nya mungkin tetep ada yg dateng cuma jagani sek aku omong ben nek kejadian ora bingung seng meh brifieng sopo🙏🏻terimakasih,1
18/03/24,08.58.19,Sofia TIF ‘22,yo carane ngko nek raiso ngedoli es kepie bjir 😭,1
18/03/24,08.59.13,ReviTO,kamis sof,1
18/03/24,08.59.33,ReviTO,"yo tambahi koe siji, babysitter",1
18/03/24,09.08.43,Sofia TIF ‘22,kr koe pelayan e siji☺️,1
18/03/24,09.13.23,Inandra,ki heidar nandi,1
18/03/24,09.18.46,ReviTO,baik,1
18/03/24,09.30.07,Safridha,"Pagi guys, ada inpo nih dari acara A",1
,,,Jadi acara mau adain rapat perdana,1
,,,,1
,,,Hari: Selasa,1
,,,Tanggal: 19 Maret 2023,1
,,,Jam: 20.30 WIB,1
,,,Tempat: Bento kopi yuemes,1
,,,,1
,,,"Buat tmn"" PJ ketupat dll boleh ikut join, engga join juga gpp🥰",1
18/03/24,09.35.17,Inandra,@6281225316790 @6282175165826 @6282139075188 @6289516556760,1
,,,"‎[18/03/24, 09.40.56] Rehan ECU: ‎stiker tidak disertakan",1
18/03/24,09.41.13,Rehan ECU,oh bar taraweh okee,1
18/03/24,09.42.02,Inandra,genah kudu tarweh sek bos,1
18/03/24,09.42.09,Rehan ECU,gais lanang sing longgar nanti sore siapa aja,1
18/03/24,09.42.20,Inandra,aku,1
18/03/24,09.42.30,Rehan ECU,lagi,1
18/03/24,09.42.38,Inandra,inandra,1
18/03/24,09.42.39,Rehan ECU,butuh 4 orang,1
18/03/24,09.42.47,Rehan ECU,bos nandrong ssan,1
18/03/24,09.43.36,ReviTO,boleh join boleh ga,1
18/03/24,09.43.51,ReviTO,"kalo ga join, nanti dipake buat bonding anggota hehe😁",1
18/03/24,09.47.49,Inandra,ngopo,1
18/03/24,14.14.42,Joselyn TIF'22,Sek nko tak takonke ybs,1
18/03/24,14.16.28,Joselyn TIF'22,Danusan e mulai kapan tekan kapan?,1
18/03/24,14.16.45,Inandra,kosek iki masalahe nggon e seh rung genah,1
18/03/24,14.23.56,Joselyn TIF'22,Oalaa baiklah,1
18/03/24,14.25.44,Inandra,saran dong aku ws mumet tenan iki,1
18/03/24,14.26.47,Safridha,Gentan,1
18/03/24,14.27.12,Rehan ECU,nek nng ngarep fc an kampus 1 pie? kamau aku delok kosong,1
18/03/24,14.32.12,Joselyn TIF'22,Jose bertanya (kalo jadi di tempatku):,1
,,,1. Alat penggorengan dari mana/siapa? Atau pake yg dari aku?,1
,,,2. Di tempatku dipake apa aja/ngapain aja detailnya?,1
,,,"3. Di tempatku ada gas 1 kosong, mau pake itu apa gimana? Kalo iya tinggal nuker yg isi (beli isi ulang)",1
,,,"4. Tempat penyimpanan risol frozennya dimana? Tetep tempat revito apa tempatku? Kalo tempatku terbatas, soalnya dipake juga dirumah.",1
,,,"Sekian dulu, terima gaji🙏🏻",1
18/03/24,15.09.55,Salwa TIF '22,nek sore kosong ra,1
18/03/24,15.37.20,Rehan ECU,na ini saya ndeloke siang,1
18/03/24,16.16.27,ReviTO,"iki kan risolku neng palur, ssk aku meh neng karangasem, iki risol e tak gowo piro sek?",1
18/03/24,16.28.23,Rehan ECU,"@120363240386227641@g.us iki kelanjutan danusan gmn? kalo tetep jdi di tempat yang kemarin ayo nyiapin barange, ambil alat aku gabisa nek sendiri. trial dulu aja po di tempat samping bookstore iku coba sek nek bisa ya di lanjut nek gabisa nanti cari tempat yng lebih proper",1
,,,"‎[18/03/24, 17.17.38] Joselyn TIF'22: ‎gambar tidak disertakan",1
18/03/24,17.19.08,Stiven TIF '21,josjis,1
18/03/24,17.30.39,Inandra,josjis ngunu,1
18/03/24,17.30.44,Inandra,seng sisehe jo,1
18/03/24,17.53.54,Sofia TIF ‘22,gaboleh,1
18/03/24,17.54.00,Sofia TIF ‘22,kemarin ws survey ke situ,1
18/03/24,17.54.39,Sofia TIF ‘22,"mbb bosss lg buka grup,  bolehhh coba sek wae po",1
18/03/24,17.54.59,Sofia TIF ‘22,walahhh,1
18/03/24,17.55.16,Sofia TIF ‘22,samping e neh kosong ga sih,1
18/03/24,17.55.29,Jumiana TIF '22,Iya kosong tadi,1
18/03/24,17.55.45,Sofia TIF ‘22,nah nyobo situ po,1
18/03/24,17.55.59,~ Faiz Arfian Ilhami,la ini sudah belanja apa belum,1
18/03/24,17.56.11,Sofia TIF ‘22,abis buka ms faiz,1
18/03/24,17.56.34,~ Faiz Arfian Ilhami,nak seumpama ra esteh ngono pye?,1
18/03/24,17.56.50,~ Faiz Arfian Ilhami,es buaghh😀,1
18/03/24,17.57.15,Joselyn TIF'22,Es teler🤤,1
18/03/24,17.57.22,Sofia TIF ‘22,walah😭,1
18/03/24,17.58.15,~ Faiz Arfian Ilhami,nak ngonoki rasah di press gpp😅😅,1
18/03/24,17.58.35,Sofia TIF ‘22,ws oleh listrik iz,1
18/03/24,17.58.44,Sofia TIF ‘22,cuma panggon e kui di nggon i meneh,1
,,,"‎[18/03/24, 17.58.47] ~ Faiz Arfian Ilhami: ‎stiker tidak disertakan",1
18/03/24,17.58.59,~ Faiz Arfian Ilhami,podo ae pik ra iso🙂‍↕️,1
18/03/24,18.02.03,Sofia TIF ‘22,samping e kosong,1
18/03/24,18.25.49,Inandra,cah sesok seng selo iwangi njimuk stand es teh ng rehan,1
18/03/24,18.25.54,Inandra,lanang lanang,1
18/03/24,19.13.24,Sofia TIF ‘22,eh ini beli gula nya brp kilo,1
18/03/24,19.15.43,Inandra,@6285290474524,1
18/03/24,19.16.11,Salwa TIF '22,jimbeng e sepiro,1
18/03/24,19.16.13,Safridha,Hah? Aku?,1
18/03/24,19.16.25,Inandra,seng biasane nggawe teh og wkwk,1
18/03/24,19.16.35,Safridha,Ealah,1
18/03/24,19.16.44,Safridha,Hoo tergantung jimbeng e,1
18/03/24,19.17.12,Salwa TIF '22,"nek sing jimbeng gede butuh 1,5kg gula pasir buat 60 gelas ‎<Pesan ini diedit>",1
18/03/24,19.17.55,Salwa TIF '22,gelas coklat sing biasane dinggo acara2 kae,1
18/03/24,19.18.55,Salwa TIF '22,wingi kae koe gaee pie @6285290474524,1
18/03/24,19.18.57,Joselyn TIF'22,Tuku ko 3kg sek,1
,,,"‎[18/03/24, 19.18.58] Sofia TIF ‘22: ‎gambar tidak disertakan",1
18/03/24,19.19.26,Salwa TIF '22,campur2 ae,1
18/03/24,19.19.28,Joselyn TIF'22,Poci,1
18/03/24,19.19.38,Joselyn TIF'22,Dandang,1
18/03/24,19.19.41,Salwa TIF '22,aku duwe teh ssuk tak gawakne,1
18/03/24,19.19.45,Inandra,oplosan dong,1
18/03/24,19.19.49,Joselyn TIF'22,Tong dji,1
18/03/24,19.20.10,Joselyn TIF'22,Tong dji enak,1
,,,"‎[18/03/24, 19.20.58] Salwa TIF '22: ‎gambar tidak disertakan",1
18/03/24,19.21.20,Joselyn TIF'22,Awokawok,1
18/03/24,19.21.27,Joselyn TIF'22,Nyampleng,1
18/03/24,19.21.33,Inandra,bjier,1
18/03/24,19.21.34,Inandra,nyampleng,1
18/03/24,19.21.45,Inandra,kro tambahi garam dapur,1
18/03/24,19.21.47,Salwa TIF '22,nyamleng ya,1
18/03/24,19.22.20,Inandra,nyamleng i opo,1
18/03/24,19.22.22,Sofia TIF ‘22,Sinten gaada,1
18/03/24,19.22.27,Sofia TIF ‘22,ganti ne apa,1
18/03/24,19.22.30,Sofia TIF ‘22,tongji po,1
18/03/24,19.23.11,Joselyn TIF'22,Ng ndi sop mu blonjo?,1
18/03/24,19.23.22,Sofia TIF ‘22,assalam yang,1
18/03/24,19.23.43,Salwa TIF '22,gardoe enak ra,1
18/03/24,19.24.00,Inandra,iki iso dijawab ya sop,1
18/03/24,19.24.00,Sofia TIF ‘22,enekk,1
18/03/24,19.24.04,Sofia TIF ‘22,kui ae po,1
18/03/24,19.24.06,Inandra,gardoe,1
18/03/24,19.24.08,Inandra,enak wi,1
18/03/24,19.24.10,Sofia TIF ‘22,sek bos,1
18/03/24,19.24.13,Sofia TIF ‘22,ndasku mumet,1
18/03/24,19.24.15,Sofia TIF ‘22,😭😭😭,1
18/03/24,19.24.18,Inandra,yo siji sijii,1
18/03/24,19.25.01,Safridha,Pake cinta kasih dan sayang ddi gaono takaranne😁,1
,,,"‎[18/03/24, 19.25.04] Sofia TIF ‘22: ‎video tidak disertakan",1
,,,"‎[18/03/24, 19.25.16] Sofia TIF ‘22: ‎audio tidak disertakan",1
18/03/24,19.25.43,Inandra,wah yo biasane tuku ng sisehe puspita,1
18/03/24,19.25.49,Safridha,"Teh coklat nek bisa, soalle seng kentel kui",1
18/03/24,19.26.14,Sofia TIF ‘22,"tutup , bisane besok pagi",1
18/03/24,19.26.18,Sofia TIF ‘22,seng endi,1
18/03/24,19.26.32,Salwa TIF '22,bsuk siang ae tuku kro gue,1
18/03/24,19.26.36,Sofia TIF ‘22,kui isine coklat,1
18/03/24,19.26.42,Sofia TIF ‘22,SAYANG MWAH,1
18/03/24,19.26.59,Inandra,gula ws ntuk?,1
18/03/24,19.27.08,Sofia TIF ‘22,jimbeng brp lt,1
18/03/24,19.27.16,Inandra,@6289516556760,1
18/03/24,19.27.29,Sofia TIF ‘22,Tuku teh 3 sek cukup kan,1
18/03/24,19.27.31,Sofia TIF ‘22,ngge trial,1
18/03/24,19.27.35,Inandra,cukup,1
18/03/24,19.27.54,Inandra,eh mboh deh @6285290474524,1
,,,"‎[18/03/24, 19.28.19] Safridha: ‎gambar tidak disertakan",1
18/03/24,19.28.26,Salwa TIF '22,cukup,1
18/03/24,19.28.34,Safridha,Lha meh sekali jual trs bsk beli lagi gitu kah? Atau buat stok?,1
18/03/24,19.29.23,Sofia TIF ‘22,gula 17 rb per kilo mahal opo murah,1
